28.99 1:104 
28.99 1:105 
28.67 1:106 
28.700001 1:109 
28.690001 1:110 
28.74 1:111 
28.629999 1:112 
28.629999 1:113 
28.709999 1:116 
28.540001 1:117 
28.57 1:118 
28.690001 1:119 
28.469999 1:120 
28.48 1:123 
28.49 1:124 
28.360001 1:125 
28.58 1:126 
28.450001 1:127 
28.43 1:130 
28.200001 1:131 
28.200001 1:132 
28.129999 1:133 
28.360001 1:134 
28.280001 1:137 
28.34 1:138 
28.34 1:139 
28.40 1:140 
28.559999 1:141 
28.41 1:144 
28.209999 1:145 
28.17 1:146 
28.110001 1:147 
27.540001 1:148 
27.549999 1:151 
27.530001 1:152 
27.530001 1:153 
27.610001 1:154 
27.51 1:155 
27.51 1:158 
27.33 1:159 
27.299999 1:160 
27.290001 1:161 
27.35 1:165 
27.17 1:166 
27.15 1:167 
27.18 1:168 
27.040001 1:169 
27.290001 1:172 
27.860001 1:173 
27.65 1:174 
27.74 1:175 
27.719999 1:176 
27.40 1:179 
27.68 1:180 
27.620001 1:181 
27.610001 1:182 
27.67 1:183 
27.709999 1:186 
27.870001 1:187 
27.940001 1:188 
28.01 1:189 
27.969999 1:190 
27.91 1:193 
27.93 1:194 
27.950001 1:195 
27.950001 1:196 
27.83 1:200 
27.84 1:201 
27.82 1:202 
27.870001 1:203 
27.700001 1:204 
27.809999 1:207 
27.65 1:208 
27.73 1:209 
27.66 1:210 
27.780001 1:211 
27.370001 1:214 
27.040001 1:215 
27.139999 1:216 
27.07 1:217 
26.860001 1:218 
26.440001 1:221 
26.27 1:222 
26.190001 1:223 
26.16 1:224 
26.450001 1:225 
26.110001 1:228 
26.190001 1:229 
26.469999 1:230 
26.48 1:231 
26.50 1:232 
26.57 1:235 
26.440001 1:236 
26.370001 1:237 
25.549999 1:238 
25.540001 1:239 
25.549999 1:242 
25.629999 1:243 
25.74 1:244 
25.65 1:245 
25.780001 1:246 
25.690001 1:249 
26.02 1:250 
26.41 1:251 
26.389999 1:252 
26.76 1:253 
26.83 1:256 
26.65 1:257 
26.700001 1:258 
26.709999 1:259 
26.57 1:260 
26.48 1:264 
26.50 1:265 
26.43 1:266 
26.48 1:267 
26.50 1:270 
26.450001 1:271 
26.280001 1:272 
26.17 1:273 
26.209999 1:274 
26.24 1:277 
26.23 1:278 
26.280001 1:279 
26.35 1:280 
26.50 1:281 
26.309999 1:284 
26.32 1:285 
26.280001 1:286 
26.549999 1:287 
26.129999 1:288 
26.049999 1:291 
25.93 1:292 
25.43 1:293 
25.280001 1:294 
25.299999 1:295 
25.030001 1:298 
25.120001 1:299 
24.98 1:300 
24.60 1:301 
24.129999 1:305 
24.16 1:306 
24.549999 1:307 
24.17 1:308 
24.200001 1:309 
24.549999 1:312 
24.75 1:313 
24.469999 1:314 
24.299999 1:315 
24.52 1:316 
24.77 1:319 
24.219999 1:320 
23.90 1:321 
24.299999 1:322 
23.98 1:323 
24.450001 1:326 
23.98 1:327 
24.110001 1:328 
24.35 1:329 
25.01 1:333 
24.67 1:334 
24.190001 1:335 
24.66 1:336 
24.42 1:337 
24.469999 1:340 
24.85 1:341 
25.25 1:342 
25.51 1:343 
25.59 1:344 
25.68 1:348 
25.719999 1:349 
25.98 1:350 
25.91 1:351 
26.01 1:355 
26.040001 1:356 
25.77 1:357 
25.530001 1:358 
25.35 1:361 
25.57 1:362 
26.00 1:363 
25.90 1:364 
25.75 1:365 
25.91 1:368 
26.049999 1:369 
26.00 1:370 
26.00 1:371 
26.139999 1:372 
25.92 1:375 
25.57 1:376 
25.82 1:377 
25.540001 1:378 
25.34 1:379 
25.40 1:382 
25.42 1:384 
25.469999 1:385 
25.27 1:386 
25.33 1:389 
25.040001 1:390 
25.15 1:391 
25.17 1:392 
25.27 1:393 
25.030001 1:396 
25.02 1:397 
25.459999 1:398 
25.25 1:399 
25.83 1:400 
25.950001 1:403 
26.040001 1:404 
26.200001 1:405 
26.25 1:406 
26.35 1:407 
26.219999 1:410 
26.16 1:411 
26.15 1:412 
26.040001 1:413 
26.17 1:414 
26.10 1:417 
25.780001 1:418 
25.77 1:419 
27.49 1:420 
27.719999 1:421 
27.77 1:424 
27.790001 1:425 
27.110001 1:426 
27.549999 1:427 
28.35 1:428 
27.860001 1:431 
27.18 1:432 
25.959999 1:433 
25.809999 1:434 
25.309999 1:435 
24.690001 1:438 
24.209999 1:439 
24.16 1:440 
23.129999 1:441 
23.51 1:442 
23.780001 1:445 
23.76 1:446 
23.82 1:447 
23.76 1:448 
24.15 1:449 
24.09 1:452 
24.700001 1:453 
24.860001 1:454 
24.540001 1:455 
24.35 1:456 
24.60 1:459 
23.91 1:460 
23.91 1:461 
24.24 1:462 
23.67 1:466 
24.17 1:467 
24.129999 1:468 
24.01 1:469 
24.870001 1:470 
24.959999 1:473 
25.02 1:474 
24.18 1:475 
22.67 1:476 
23.76 1:477 
25.059999 1:480 
25.700001 1:481 
26.15 1:482 
26.42 1:483 
26.950001 1:484 
26.620001 1:487 
26.370001 1:488 
26.379999 1:489 
26.49 1:490 
27.32 1:491 
27.24 1:494 
27.209999 1:495 
26.85 1:496 
26.01 1:497 
26.34 1:498 
26.889999 1:501 
26.780001 1:502 
26.68 1:503 
26.780001 1:504 
26.040001 1:505 
25.620001 1:508 
25.969999 1:509 
25.379999 1:510 
24.93 1:511 
24.98 1:512 
25.26 1:515 
25.209999 1:516 
25.139999 1:517 
25.120001 1:518 
25.950001 1:519 
25.790001 1:522 
25.639999 1:523 
25.889999 1:524 
26.60 1:525 
26.309999 1:526 
26.50 1:530 
26.42 1:531 
26.389999 1:532 
25.99 1:533 
26.450001 1:536 
27.040001 1:537 
27.450001 1:538 
27.459999 1:539 
27.299999 1:540 
27.07 1:543 
27.40 1:544 
27.25 1:545 
27.129999 1:546 
26.940001 1:547 
27.07 1:550 
27.299999 1:551 
27.00 1:552 
26.709999 1:553 
26.66 1:554 
27.34 1:557 
27.01 1:558 
27.049999 1:559 
26.620001 1:560 
26.68 1:561 
26.34 1:564 
26.52 1:565 
26.690001 1:566 
26.290001 1:567 
26.84 1:571 
26.790001 1:572 
26.639999 1:573 
26.860001 1:574 
26.780001 1:575 
26.879999 1:578 
27.030001 1:579 
26.52 1:580 
26.52 1:581 
26.82 1:582 
26.93 1:585 
26.18 1:586 
26.129999 1:587 
26.48 1:588 
27.190001 1:589 
27.120001 1:592 
26.91 1:593 
27.08 1:594 
27.049999 1:595 
26.59 1:596 
26.50 1:599 
26.59 1:600 
27.129999 1:601 
26.32 1:602 
26.780001 1:603 
26.610001 1:606 
26.049999 1:607 
26.219999 1:608 
26.200001 1:609 
25.950001 1:610 
25.83 1:613 
25.950001 1:614 
26.23 1:615 
26.18 1:616 
26.139999 1:617 
25.530001 1:621 
25.469999 1:622 
25.559999 1:623 
25.52 1:624 
25.17 1:627 
25.809999 1:628 
25.68 1:629 
25.809999 1:630 
26.25 1:631 
26.700001 1:634 
26.209999 1:635 
26.469999 1:636 
25.959999 1:637 
26.18 1:638 
26.00 1:641 
26.17 1:642 
25.719999 1:643 
26.950001 1:644 
27.860001 1:645 
27.65 1:648 
28.01 1:649 
28.200001 1:650 
28.389999 1:651 
28.879999 1:652 
28.940001 1:655 
28.82 1:656 
28.91 1:657 
29.02 1:658 
28.75 1:659 
29.040001 1:662 
28.719999 1:663 
28.200001 1:664 
28.299999 1:665 
27.99 1:669 
27.870001 1:670 
27.26 1:671 
27.24 1:672 
27.32 1:673 
27.35 1:676 
27.08 1:677 
26.84 1:678 
26.83 1:679 
26.43 1:680 
25.93 1:683 
26.40 1:684 
26.60 1:685 
27.41 1:686 
28.33 1:687 
28.700001 1:690 
28.540001 1:691 
27.709999 1:692 
27.74 1:693 
27.879999 1:697 
27.809999 1:698 
28.139999 1:699 
28.65 1:700 
28.940001 1:701 
29.68 1:704 
29.290001 1:705 
28.75 1:706 
28.68 1:707 
29.24 1:708 
29.83 1:711 
29.74 1:713 
30.15 1:714 
30.610001 1:715 
30.889999 1:718 
30.690001 1:720 
30.549999 1:721 
30.440001 1:722 
30.139999 1:725 
29.950001 1:726 
28.57 1:727 
28.09 1:728 
28.24 1:729 
28.34 1:732 
29.23 1:733 
29.290001 1:734 
29.879999 1:735 
29.860001 1:736 
30.33 1:739 
30.32 1:740 
30.309999 1:741 
30.209999 1:742 
30.290001 1:743 
30.35 1:746 
30.040001 1:748 
29.889999 1:749 
29.870001 1:750 
29.90 1:753 
29.860001 1:754 
29.93 1:755 
30.389999 1:756 
30.379999 1:757 
30.049999 1:760 
29.42 1:761 
