20.85 1:1 
21.08 1:4 
19.370001 1:5 
18.77 1:6 
19.17 1:7 
19.209999 1:8 
18.93 1:11 
19.309999 1:12 
18.059999 1:13 
15.71 1:14 
16.84 1:15 
16.870001 1:18 
17.379999 1:20 
17.030001 1:21 
16.91 1:22 
16.809999 1:25 
16.809999 1:26 
16.780001 1:27 
16.620001 1:28 
16.360001 1:29 
15.66 1:32 
16.540001 1:33 
16.200001 1:34 
15.50 1:35 
15.42 1:36 
15.72 1:39 
16.77 1:40 
16.48 1:41 
16.709999 1:42 
16.49 1:43 
17.16 1:46 
17.360001 1:47 
17.40 1:48 
16.98 1:49 
17.16 1:50 
17.40 1:53 
17.90 1:54 
17.790001 1:55 
16.969999 1:56 
17.43 1:57 
17.16 1:60 
17.139999 1:61 
17.440001 1:62 
17.49 1:63 
17.620001 1:64 
17.08 1:67 
16.76 1:68 
16.85 1:69 
16.60 1:70 
17.40 1:71 
17.610001 1:74 
17.82 1:75 
17.18 1:76 
16.01 1:77 
16.059999 1:78 
15.63 1:81 
16.23 1:82 
15.80 1:83 
15.26 1:84 
14.94 1:85 
15.32 1:88 
15.62 1:89 
14.80 1:90 
15.16 1:91 
15.79 1:92 
15.60 1:95 
17.40 1:96 
15.97 1:97 
16.40 1:98 
16.280001 1:102 
16.51 1:103 
18.469999 1:104 
18.559999 1:105 
18.780001 1:106 
18.799999 1:109 
18.860001 1:110 
18.90 1:111 
19.34 1:112 
19.280001 1:113 
19.790001 1:116 
20.309999 1:117 
19.780001 1:118 
20.219999 1:119 
20.60 1:120 
20.16 1:123 
20.75 1:124 
20.629999 1:125 
21.42 1:126 
22.059999 1:127 
21.459999 1:130 
21.360001 1:131 
21.23 1:132 
20.780001 1:133 
20.98 1:134 
22.719999 1:137 
21.790001 1:138 
21.950001 1:139 
22.66 1:140 
23.030001 1:141 
23.52 1:144 
23.90 1:145 
24.190001 1:146 
24.32 1:147 
25.27 1:148 
25.84 1:151 
25.809999 1:152 
25.040001 1:153 
26.110001 1:154 
24.41 1:155 
24.50 1:158 
24.02 1:159 
24.139999 1:160 
24.57 1:161 
25.42 1:165 
24.33 1:166 
24.27 1:167 
23.98 1:168 
23.43 1:169 
24.60 1:172 
25.860001 1:173 
25.52 1:174 
25.200001 1:175 
24.540001 1:176 
24.75 1:179 
23.84 1:180 
24.559999 1:181 
24.68 1:182 
24.280001 1:183 
24.32 1:186 
25.48 1:187 
25.59 1:188 
26.040001 1:189 
25.58 1:190 
23.879999 1:193 
24.299999 1:194 
25.309999 1:195 
25.82 1:196 
25.120001 1:200 
25.299999 1:201 
25.450001 1:202 
24.190001 1:203 
23.75 1:204 
24.18 1:207 
23.57 1:208 
23.549999 1:209 
24.389999 1:210 
23.879999 1:211 
23.50 1:214 
24.18 1:215 
23.98 1:216 
23.60 1:217 
23.200001 1:218 
24.799999 1:221 
23.67 1:222 
23.610001 1:223 
23.90 1:224 
24.540001 1:225 
24.26 1:228 
24.290001 1:229 
24.629999 1:230 
23.65 1:231 
23.139999 1:232 
23.90 1:235 
23.200001 1:236 
23.879999 1:237 
23.76 1:238 
22.35 1:239 
22.129999 1:242 
22.27 1:243 
22.549999 1:244 
22.25 1:245 
21.26 1:246 
21.129999 1:249 
20.280001 1:250 
21.02 1:251 
20.959999 1:252 
20.99 1:253 
20.969999 1:256 
21.73 1:257 
21.379999 1:258 
21.459999 1:259 
22.60 1:260 
21.959999 1:264 
21.90 1:265 
23.15 1:266 
23.299999 1:267 
23.620001 1:270 
24.09 1:271 
22.99 1:272 
22.25 1:273 
22.129999 1:274 
22.790001 1:277 
21.83 1:278 
21.33 1:279 
21.639999 1:280 
23.08 1:281 
23.709999 1:284 
22.74 1:285 
21.17 1:286 
20.620001 1:287 
20.01 1:288 
20.08 1:291 
19.26 1:292 
19.389999 1:293 
19.76 1:294 
20.620001 1:295 
19.620001 1:298 
19.049999 1:299 
18.700001 1:300 
17.35 1:301 
16.92 1:305 
17.23 1:306 
16.68 1:307 
17.370001 1:308 
19.139999 1:309 
18.85 1:312 
19.02 1:313 
17.90 1:314 
17.42 1:315 
