32.16 1:0 
32.240002 1:1 
33.400002 1:4 
33.34 1:5 
32.740002 1:6 
31.76 1:7 
31.34 1:8 
31.370001 1:11 
32.169998 1:12 
31.90 1:13 
31.26 1:14 
31.469999 1:15 
32.299999 1:18 
32.23 1:20 
32.150002 1:21 
32.139999 1:22 
31.950001 1:25 
31.950001 1:26 
31.790001 1:27 
32.00 1:28 
31.549999 1:29 
31.27 1:32 
31.25 1:33 
30.120001 1:34 
29.08 1:35 
29.25 1:36 
28.52 1:39 
28.35 1:40 
28.60 1:41 
28.93 1:42 
28.719999 1:43 
29.27 1:46 
30.91 1:47 
31.49 1:48 
31.540001 1:49 
31.99 1:50 
31.860001 1:53 
31.99 1:54 
32.02 1:55 
31.700001 1:56 
31.709999 1:57 
31.950001 1:60 
32.02 1:61 
32.700001 1:62 
32.009998 1:63 
33.150002 1:64 
33.43 1:67 
33.990002 1:68 
34.290001 1:69 
33.150002 1:70 
33.470001 1:71 
33.48 1:74 
32.959999 1:75 
33.77 1:76 
33.369999 1:77 
33.02 1:78 
33.919998 1:81 
34.619999 1:82 
34.119999 1:83 
33.380001 1:84 
33.810001 1:85 
33.68 1:88 
34.150002 1:89 
33.509998 1:90 
33.77 1:91 
34.950001 1:92 
34.209999 1:95 
34.709999 1:96 
34.799999 1:97 
34.619999 1:98 
34.779999 1:102 
34.049999 1:103 
34.59 1:104 
34.700001 1:105 
34.349998 1:106 
34.240002 1:109 
34.259998 1:110 
34.41 1:111 
34.529999 1:112 
33.939999 1:113 
34.169998 1:116 
34.25 1:117 
33.82 1:118 
33.919998 1:119 
34.16 1:120 
33.709999 1:123 
33.91 1:124 
33.900002 1:125 
33.810001 1:126 
34.169998 1:127 
34.16 1:130 
33.279999 1:131 
33.900002 1:132 
33.200001 1:133 
33.880001 1:134 
34.139999 1:137 
33.619999 1:138 
33.110001 1:139 
33.119999 1:140 
33.02 1:141 
33.110001 1:144 
32.830002 1:145 
33.060001 1:146 
32.82 1:147 
33.299999 1:148 
32.66 1:151 
32.220001 1:152 
31.469999 1:153 
31.26 1:154 
30.24 1:155 
29.809999 1:158 
28.83 1:159 
28.60 1:160 
28.35 1:161 
29.299999 1:165 
29.49 1:166 
29.17 1:167 
28.059999 1:168 
27.77 1:169 
29.49 1:172 
32.610001 1:173 
31.610001 1:174 
31.959999 1:175 
31.26 1:176 
30.940001 1:179 
30.85 1:180 
31.07 1:181 
30.879999 1:182 
31.59 1:183 
32.150002 1:186 
33.259998 1:187 
34.349998 1:188 
34.720001 1:189 
34.790001 1:190 
33.919998 1:193 
33.950001 1:194 
34.220001 1:195 
34.50 1:196 
34.130001 1:200 
33.75 1:201 
33.950001 1:202 
33.110001 1:203 
32.18 1:204 
31.92 1:207 
31.469999 1:208 
32.139999 1:209 
31.60 1:210 
31.030001 1:211 
30.639999 1:214 
31.26 1:215 
30.790001 1:216 
31.549999 1:217 
31.01 1:218 
31.129999 1:221 
30.889999 1:222 
30.83 1:223 
30.780001 1:224 
31.90 1:225 
32.110001 1:228 
33.700001 1:229 
35.200001 1:230 
34.599998 1:231 
34.630001 1:232 
35.150002 1:235 
34.919998 1:236 
35.299999 1:237 
34.529999 1:238 
34.130001 1:239 
34.07 1:242 
34.349998 1:243 
34.049999 1:244 
32.189999 1:245 
31.57 1:246 
31.370001 1:249 
31.33 1:250 
32.639999 1:251 
32.709999 1:252 
33.009998 1:253 
34.470001 1:256 
34.68 1:257 
34.630001 1:258 
34.52 1:259 
34.099998 1:260 
34.009998 1:264 
34.369999 1:265 
34.970001 1:266 
34.599998 1:267 
34.66 1:270 
34.360001 1:271 
33.599998 1:272 
32.040001 1:273 
32.84 1:274 
33.23 1:277 
31.190001 1:278 
31.99 1:279 
32.110001 1:280 
32.98 1:281 
32.419998 1:284 
31.85 1:285 
30.780001 1:286 
30.209999 1:287 
28.559999 1:288 
28.59 1:291 
27.940001 1:292 
27.91 1:293 
27.719999 1:294 
28.50 1:295 
27.42 1:298 
27.790001 1:299 
27.66 1:300 
27.219999 1:301 
26.639999 1:305 
25.200001 1:306 
26.16 1:307 
25.93 1:308 
26.469999 1:309 
27.620001 1:312 
28.290001 1:313 
28.09 1:314 
28.209999 1:315 
29.84 1:316 
30.620001 1:319 
29.40 1:320 
29.610001 1:321 
29.75 1:322 
29.50 1:323 
31.209999 1:326 
31.77 1:327 
31.629999 1:328 
31.91 1:329 
32.00 1:333 
32.790001 1:334 
33.389999 1:335 
35.389999 1:336 
34.970001 1:337 
35.299999 1:340 
35.98 1:341 
37.580002 1:342 
38.68 1:343 
39.73 1:344 
39.23 1:348 
39.349998 1:349 
39.759998 1:350 
39.540001 1:351 
39.669998 1:355 
39.740002 1:356 
38.75 1:357 
38.560001 1:358 
37.849998 1:361 
39.07 1:362 
40.259998 1:363 
38.709999 1:364 
38.119999 1:365 
39.66 1:368 
41.599998 1:369 
41.610001 1:370 
42.119999 1:371 
43.209999 1:372 
44.34 1:375 
43.75 1:376 
43.900002 1:377 
44.880001 1:378 
44.380001 1:379 
43.549999 1:382 
43.669998 1:384 
42.810001 1:385 
42.860001 1:386 
43.380001 1:389 
43.77 1:390 
44.110001 1:391 
42.740002 1:392 
43.150002 1:393 
42.419998 1:396 
43.16 1:397 
44.189999 1:398 
44.560001 1:399 
45.07 1:400 
45.459999 1:403 
45.810001 1:404 
45.119999 1:405 
45.880001 1:406 
45.740002 1:407 
44.75 1:410 
45.16 1:411 
45.759998 1:412 
44.700001 1:413 
45.34 1:414 
