31.24 1:1 
32.049999 1:4 
31.309999 1:5 
30.90 1:6 
31.15 1:7 
31.219999 1:8 
29.040001 1:11 
28.879999 1:12 
28.969999 1:13 
29.73 1:14 
30.860001 1:15 
31.700001 1:18 
31.51 1:20 
31.34 1:21 
30.690001 1:22 
30.42 1:25 
31.85 1:26 
31.42 1:27 
30.209999 1:28 
29.620001 1:29 
29.299999 1:32 
29.10 1:33 
28.719999 1:34 
26.40 1:35 
25.08 1:36 
25.200001 1:39 
24.15 1:40 
22.91 1:41 
23.00 1:42 
21.440001 1:43 
21.40 1:46 
21.200001 1:47 
21.00 1:48 
21.25 1:49 
21.00 1:50 
21.00 1:53 
22.50 1:54 
22.50 1:55 
22.50 1:56 
