1 1:41.84 2:42.740002 3:41.82 4:42.66 
1 1:41.41 2:41.950001 3:41.259998 4:41.950001 
1 1:41.919998 2:41.919998 3:41.27 4:41.330002 
0 1:41.200001 2:41.98 3:41.060001 4:41.939999 
1 1:41.040001 2:41.139999 3:40.50 4:40.650002 
0 1:41.34 2:41.560001 3:40.93 4:41.029999 
0 1:40.990002 2:41.290001 3:40.849998 4:41.169998 
1 1:41.34 2:41.450001 3:40.689999 4:40.84 
0 1:42.900002 2:43.07 3:41.209999 4:41.240002 
0 1:42.919998 2:43.119999 3:42.639999 4:42.860001 
0 1:43.23 2:43.279999 3:42.73 4:42.919998 
0 1:42.529999 2:43.41 3:42.529999 4:43.279999 
1 1:43.099998 2:43.360001 3:42.389999 4:42.50 
0 1:43.080002 2:43.48 3:42.939999 4:43.400002 
1 1:42.720001 2:43.200001 3:42.720001 4:42.98 
1 1:42.75 2:43.209999 3:42.400002 4:42.919998 
0 1:42.700001 2:43.009998 3:42.110001 4:42.990002 
1 1:42.16 2:42.75 3:42.110001 4:42.549999 
1 1:41.619999 2:42.59 3:41.540001 4:42.369999 
1 1:41.310001 2:41.689999 3:40.669998 4:41.419998 
1 1:41.849998 2:41.919998 3:40.98 4:41.189999 
0 1:43.790001 2:43.849998 3:41.369999 4:41.919998 
0 1:44.060001 2:45.630001 3:43.919998 4:44.009998 
0 1:44.91 2:46.400002 3:44.459999 4:46.009998 
1 1:43.169998 2:44.25 3:43.16 4:44.220001 
1 1:42.66 2:43.18 3:42.439999 4:42.610001 
0 1:44.040001 2:44.049999 3:43.279999 4:43.310001 
0 1:44.470001 2:44.59 3:43.970001 4:43.990002 
0 1:45.029999 2:45.220001 3:44.200001 4:44.400002 
0 1:45.330002 2:45.66 3:44.93 4:44.939999 
0 1:44.68 2:45.43 3:43.75 4:45.200001 
1 1:44.549999 2:44.57 3:43.830002 4:43.900002 
0 1:44.740002 2:44.740002 3:43.029999 4:44.32 
1 1:42.650002 2:42.880001 3:42.419998 4:42.759998 
1 1:42.43 2:42.779999 3:42.220001 4:42.610001 
1 1:41.810001 2:42.25 3:41.439999 4:42.209999 
1 1:42.099998 2:42.380001 3:41.73 4:42.09 
0 1:42.09 2:42.279999 3:41.77 4:42.130001 
1 1:42.349998 2:42.540001 3:42.110001 4:42.119999 
1 1:41.91 2:42.200001 3:41.900002 4:41.990002 
0 1:42.209999 2:42.529999 3:41.990002 4:42.049999 
1 1:41.93 2:42.119999 3:41.540001 4:41.869999 
