1 1:21.77 2:21.77 3:21.375 4:21.43 
0 1:21.90 2:21.940001 3:21.76 4:21.77 
0 1:22.10 2:22.10 3:21.84 4:21.860001 
0 1:21.92 2:22.120001 3:21.910999 4:22.10 
1 1:21.93 2:21.93 3:21.77 4:21.85 
1 1:22.059999 2:22.059999 3:21.77 4:21.77 
0 1:22.10 2:22.15 3:21.92 4:21.959999 
1 1:22.07 2:22.07 3:21.75 4:21.92 
0 1:22.33 2:22.33 3:21.916 4:22.030001 
0 1:22.49 2:22.518 3:22.17 4:22.309999 
0 1:22.950001 2:23.01 3:22.42 4:22.559999 
0 1:23.200001 2:23.26 3:23.028999 4:23.15 
1 1:23.02 2:23.120001 3:22.91 4:23.10 
1 1:22.950001 2:23.059999 3:22.799999 4:23.02 
1 1:23.389999 2:23.389999 3:22.82 4:22.860001 
0 1:23.32 2:23.40 3:22.841 4:22.99 
0 1:23.67 2:23.690001 3:23.01 4:23.200001 
0 1:23.40 2:23.726 3:23.299999 4:23.530001 
1 1:22.75 2:23.25 3:22.709999 4:22.959999 
1 1:23.690001 2:23.690001 3:22.41 4:22.65 
0 1:24.07 2:24.17 3:23.52 4:23.690001 
0 1:24.66 2:24.68 3:23.799999 4:23.90 
0 1:25.09 2:25.10 3:24.48 4:24.50 
0 1:25.23 2:25.24 3:25.10 4:25.129999 
0 1:25.26 2:25.290001 3:25.110001 4:25.15 
1 1:25.139999 2:25.15 3:25.040001 4:25.10 
0 1:25.17 2:25.17 3:25.040001 4:25.10 
0 1:25.209999 2:25.209999 3:25.00 4:25.10 
0 1:25.25 2:25.27 3:25.09 4:25.190001 
1 1:25.379999 2:25.379999 3:25.139999 4:25.139999 
0 1:25.440001 2:25.440001 3:25.33 4:25.360001 
1 1:25.530001 2:25.530001 3:25.33 4:25.33 
0 1:25.48 2:25.58 3:25.459999 4:25.530001 
1 1:25.52 2:25.549999 3:25.440001 4:25.440001 
0 1:25.50 2:25.52 3:25.450001 4:25.48 
1 1:25.40 2:25.427 3:25.389999 4:25.389999 
0 1:25.440001 2:25.48 3:25.389999 4:25.40 
0 1:25.450001 2:25.476 3:25.379999 4:25.42 
0 1:25.469999 2:25.50 3:25.370001 4:25.42 
1 1:25.450001 2:25.450001 3:25.299999 4:25.33 
0 1:25.360001 2:25.440001 3:25.34 4:25.379999 
1 1:25.389999 2:25.389999 3:25.25 4:25.25 
