1 1:46.98 2:47.619999 3:46.740002 4:46.869999 
0 1:46.860001 2:47.25 3:46.349998 4:47.25 
1 1:46.650002 2:47.299999 3:46.619999 4:46.98 
1 1:46.00 2:46.540001 3:45.709999 4:46.490002 
1 1:45.759998 2:46.029999 3:45.490002 4:46.00 
1 1:45.66 2:45.84 3:45.400002 4:45.529999 
1 1:45.75 2:45.759998 3:45.040001 4:45.209999 
0 1:45.34 2:46.150002 3:45.119999 4:45.84 
1 1:44.599998 2:45.310001 3:44.59 4:45.25 
1 1:44.139999 2:44.330002 3:43.990002 4:44.150002 
1 1:44.380001 2:44.57 3:43.990002 4:44.040001 
0 1:44.610001 2:44.720001 3:44.509998 4:44.650002 
1 1:44.610001 2:44.860001 3:44.380001 4:44.610001 
1 1:44.700001 2:44.880001 3:44.189999 4:44.50 
0 1:44.599998 2:44.73 3:44.299999 4:44.619999 
1 1:44.00 2:44.549999 3:43.810001 4:44.490002 
1 1:42.91 2:44.110001 3:42.84 4:44.009998 
1 1:41.599998 2:43.16 3:41.599998 4:42.82 
0 1:42.439999 2:42.98 3:41.950001 4:42.98 
1 1:42.00 2:43.200001 3:41.959999 4:42.849998 
1 1:41.32 2:42.00 3:41.25 4:41.849998 
1 1:41.150002 2:42.119999 3:41.080002 4:41.419998 
1 1:39.470001 2:40.889999 3:39.240002 4:40.610001 
1 1:39.02 2:39.09 3:38.700001 4:38.880001 
0 1:39.00 2:39.34 3:38.880001 4:39.34 
1 1:38.57 2:38.709999 3:38.23 4:38.25 
0 1:38.720001 2:38.98 3:38.43 4:38.509998 
0 1:38.82 2:38.91 3:38.43 4:38.619999 
0 1:39.299999 2:39.43 3:38.68 4:39.029999 
0 1:39.310001 2:39.490002 3:39.189999 4:39.200001 
1 1:39.389999 2:39.43 3:38.889999 4:39.150002 
0 1:39.290001 2:39.630001 3:39.18 4:39.330002 
1 1:38.759998 2:39.209999 3:38.709999 4:39.060001 
1 1:38.84 2:39.119999 3:38.740002 4:38.880001 
0 1:39.029999 2:39.18 3:38.91 4:38.919998 
1 1:38.610001 2:38.93 3:38.490002 4:38.799999 
0 1:38.880001 2:39.189999 3:38.50 4:38.959999 
1 1:38.32 2:38.970001 3:37.610001 4:38.77 
1 1:37.790001 2:37.970001 3:37.450001 4:37.889999 
1 1:37.950001 2:38.029999 3:37.400002 4:37.43 
0 1:38.400002 2:38.48 3:37.639999 4:37.889999 
1 1:38.330002 2:38.34 3:37.549999 4:37.869999 
