1 1:59.07 2:59.98 3:58.889999 4:59.82 
1 1:59.189999 2:59.700001 3:58.959999 4:59.330002 
1 1:58.439999 2:59.240002 3:58.060001 4:59.189999 
1 1:58.619999 2:59.110001 3:58.549999 4:58.799999 
1 1:58.549999 2:58.869999 3:58.18 4:58.380001 
0 1:58.040001 2:58.380001 3:57.639999 4:58.380001 
1 1:58.50 2:58.939999 3:57.970001 4:58.279999 
1 1:58.470001 2:58.509998 3:57.599998 4:58.040001 
0 1:59.75 2:60.02 3:58.790001 4:58.799999 
0 1:60.619999 2:61.23 3:60.419998 4:60.459999 
0 1:59.59 2:61.040001 3:59.59 4:60.740002 
1 1:58.93 2:59.470001 3:58.93 4:59.290001 
1 1:58.68 2:59.27 3:58.599998 4:58.709999 
0 1:59.119999 2:59.439999 3:58.950001 4:59.32 
1 1:58.459999 2:59.220001 3:58.380001 4:59.16 
1 1:58.650002 2:58.970001 3:58.139999 4:58.380001 
0 1:58.639999 2:59.189999 3:58.599998 4:58.669998 
0 1:59.18 2:59.439999 3:58.259998 4:58.709999 
0 1:58.369999 2:59.18 3:58.220001 4:59.099998 
1 1:58.18 2:58.41 3:57.630001 4:58.150002 
0 1:58.540001 2:59.150002 3:58.220001 4:58.48 
0 1:59.00 2:59.450001 3:58.029999 4:58.50 
0 1:60.830002 2:60.849998 3:59.34 4:59.41 
0 1:61.209999 2:62.23 3:61.139999 4:62.02 
1 1:60.360001 2:61.099998 3:59.50 4:61.09 
1 1:61.400002 2:61.75 3:59.77 4:59.830002 
0 1:60.139999 2:60.470001 3:59.799999 4:60.200001 
0 1:60.939999 2:60.959999 3:59.860001 4:60.259998 
0 1:62.099998 2:62.110001 3:61.009998 4:61.209999 
0 1:61.25 2:62.689999 3:61.23 4:62.119999 
1 1:60.810001 2:61.189999 3:60.540001 4:60.990002 
1 1:60.669998 2:60.810001 3:60.189999 4:60.700001 
0 1:60.700001 2:61.16 3:60.380001 4:60.919998 
1 1:60.360001 2:60.799999 3:60.279999 4:60.790001 
1 1:60.57 2:60.700001 3:60.189999 4:60.509998 
1 1:60.529999 2:60.709999 3:60.049999 4:60.310001 
0 1:60.98 2:61.259998 3:60.689999 4:60.84 
0 1:60.689999 2:61.099998 3:60.48 4:60.889999 
0 1:60.740002 2:61.119999 3:60.200001 4:60.93 
1 1:60.259998 2:60.759998 3:60.09 4:60.400002 
1 1:60.060001 2:60.540001 3:59.790001 4:59.799999 
0 1:59.389999 2:60.52 3:59.169998 4:60.369999 
