1 1:55.790001 2:55.919998 3:55.029999 4:55.27 
0 1:56.349998 2:56.66 3:56.060001 4:56.369999 
0 1:55.669998 2:56.610001 3:55.349998 4:56.439999 
1 1:55.23 2:55.810001 3:55.040001 4:55.669998 
1 1:55.25 2:55.279999 3:54.700001 4:55.150002 
1 1:54.200001 2:55.119999 3:54.18 4:54.970001 
1 1:53.939999 2:54.259998 3:53.540001 4:53.799999 
0 1:55.139999 2:55.209999 3:53.599998 4:53.82 
0 1:56.310001 2:56.610001 3:55.130001 4:55.150002 
0 1:56.330002 2:56.959999 3:56.060001 4:56.200001 
1 1:57.119999 2:57.41 3:55.68 4:56.18 
0 1:57.099998 2:57.41 3:56.889999 4:57.360001 
1 1:56.75 2:57.139999 3:56.450001 4:57.080002 
1 1:57.93 2:58.080002 3:56.580002 4:56.75 
0 1:57.77 2:58.389999 3:57.41 4:58.07 
1 1:57.299999 2:57.75 3:57.02 4:57.59 
1 1:56.509998 2:57.490002 3:56.27 4:57.400002 
1 1:56.91 2:57.099998 3:55.959999 4:56.16 
0 1:56.560001 2:57.130001 3:56.25 4:57.110001 
1 1:55.59 2:56.139999 3:55.259998 4:56.080002 
1 1:55.59 2:56.299999 3:55.00 4:55.240002 
0 1:55.060001 2:55.990002 3:54.880001 4:55.740002 
1 1:53.75 2:54.970001 3:53.349998 4:54.700001 
1 1:54.330002 2:54.700001 3:53.889999 4:54.389999 
0 1:53.759998 2:54.580002 3:53.41 4:54.549999 
1 1:53.060001 2:53.740002 3:52.799999 4:52.860001 
1 1:53.16 2:53.389999 3:52.560001 4:52.84 
0 1:53.290001 2:53.849998 3:52.82 4:53.139999 
0 1:54.619999 2:54.630001 3:52.66 4:53.34 
0 1:54.060001 2:55.07 3:53.889999 4:54.630001 
1 1:53.830002 2:54.25 3:53.25 4:53.73 
0 1:53.75 2:55.139999 3:53.25 4:54.02 
1 1:52.23 2:53.50 3:52.049999 4:53.16 
1 1:54.900002 2:54.900002 3:52.259998 4:52.310001 
0 1:54.700001 2:55.689999 3:54.689999 4:55.369999 
1 1:53.740002 2:54.349998 3:53.540001 4:54.290001 
1 1:53.700001 2:54.220001 3:53.529999 4:54.119999 
1 1:54.720001 2:54.889999 3:53.419998 4:53.889999 
0 1:55.869999 2:55.869999 3:54.779999 4:54.810001 
0 1:55.27 2:55.75 3:55.009998 4:55.610001 
1 1:55.439999 2:55.849998 3:55.040001 4:55.040001 
0 1:55.049999 2:55.27 3:54.360001 4:55.130001 
