0 1:57.509998 2:57.68 3:56.75 4:57.09 
0 1:57.419998 2:57.700001 3:57.290001 4:57.490002 
0 1:58.060001 2:58.07 3:57.240002 4:57.599998 
0 1:56.720001 2:58.279999 3:56.57 4:58.259998 
1 1:56.759998 2:56.889999 3:56.470001 4:56.57 
0 1:56.810001 2:56.990002 3:56.419998 4:56.93 
1 1:56.580002 2:56.900002 3:56.029999 4:56.349998 
0 1:56.73 2:57.48 3:56.419998 4:56.77 
1 1:54.799999 2:57.43 3:54.799999 4:56.439999 
1 1:54.290001 2:54.59 3:53.919998 4:54.400002 
0 1:54.950001 2:55.360001 3:54.349998 4:54.43 
0 1:55.060001 2:55.240002 3:54.91 4:55.240002 
1 1:54.419998 2:55.169998 3:54.419998 4:55.060001 
1 1:54.810001 2:54.900002 3:53.919998 4:54.349998 
0 1:54.580002 2:54.869999 3:54.43 4:54.509998 
1 1:54.57 2:54.779999 3:54.009998 4:54.200001 
0 1:55.099998 2:55.369999 3:54.59 4:54.700001 
0 1:55.459999 2:55.59 3:54.830002 4:54.970001 
0 1:55.380001 2:55.790001 3:54.889999 4:55.779999 
1 1:55.68 2:56.169998 3:55.50 4:55.509998 
1 1:55.439999 2:55.73 3:54.959999 4:55.50 
0 1:53.740002 2:56.169998 3:53.669998 4:55.75 
1 1:51.110001 2:53.84 3:50.82 4:53.389999 
1 1:49.849998 2:51.619999 3:49.73 4:51.330002 
1 1:50.220001 2:50.419998 3:49.919998 4:50.389999 
1 1:49.849998 2:50.130001 3:49.380001 4:49.41 
0 1:50.07 2:50.279999 3:49.700001 4:49.84 
0 1:50.84 2:51.040001 3:49.970001 4:50.040001 
0 1:51.889999 2:52.470001 3:50.68 4:51.00 
1 1:50.380001 2:50.759998 3:50.18 4:50.68 
1 1:49.93 2:50.48 3:49.619999 4:50.09 
1 1:50.400002 2:50.470001 3:49.740002 4:49.84 
0 1:49.93 2:50.650002 3:49.82 4:50.439999 
1 1:50.209999 2:50.389999 3:49.830002 4:50.110001 
0 1:50.529999 2:50.610001 3:50.119999 4:50.310001 
1 1:49.740002 2:50.259998 3:49.560001 4:50.110001 
0 1:49.779999 2:50.25 3:49.66 4:50.150002 
1 1:50.00 2:50.130001 3:49.790001 4:49.91 
1 1:50.110001 2:50.16 3:49.650002 4:49.880001 
1 1:49.91 2:50.040001 3:49.610001 4:49.689999 
0 1:50.560001 2:50.650002 3:49.880001 4:49.880001 
0 1:49.619999 2:50.259998 3:49.220001 4:50.200001 
