1 1:62.439999 2:62.459999 3:62.189999 4:62.389999 
0 1:62.759998 2:62.849998 3:62.299999 4:62.450001 
0 1:62.349998 2:62.689999 3:62.349998 4:62.650002 
1 1:61.669998 2:62.400002 3:61.610001 4:62.389999 
1 1:61.810001 2:62.009998 3:61.560001 4:61.790001 
1 1:62.00 2:62.00 3:61.529999 4:61.610001 
0 1:61.419998 2:61.759998 3:61.23 4:61.669998 
1 1:62.630001 2:62.630001 3:61.150002 4:61.43 
0 1:62.57 2:62.720001 3:62.380001 4:62.529999 
0 1:62.470001 2:62.68 3:62.25 4:62.57 
1 1:62.360001 2:62.529999 3:62.150002 4:62.439999 
0 1:62.290001 2:62.470001 3:62.139999 4:62.459999 
1 1:61.959999 2:62.389999 3:61.959999 4:62.200001 
1 1:61.52 2:62.52 3:61.52 4:62.060001 
1 1:61.169998 2:61.349998 3:61.00 4:61.25 
1 1:60.459999 2:61.009998 3:60.459999 4:61.00 
1 1:60.59 2:60.880001 3:60.529999 4:60.810001 
1 1:60.860001 2:60.860001 3:60.57 4:60.580002 
0 1:60.709999 2:61.139999 3:60.59 4:61.02 
1 1:60.209999 2:60.68 3:60.060001 4:60.59 
1 1:59.73 2:60.330002 3:59.73 4:60.209999 
1 1:59.900002 2:60.189999 3:59.459999 4:59.799999 
0 1:59.27 2:60.049999 3:58.900002 4:59.900002 
1 1:59.470001 2:60.060001 3:59.330002 4:59.849998 
0 1:60.02 2:60.130001 3:59.880001 4:59.959999 
1 1:59.950001 2:60.00 3:59.669998 4:59.720001 
0 1:59.830002 2:59.939999 3:59.709999 4:59.860001 
1 1:60.009998 2:60.049999 3:59.720001 4:59.759998 
0 1:60.16 2:60.200001 3:59.759998 4:59.889999 
0 1:60.330002 2:60.380001 3:60.02 4:60.060001 
0 1:60.25 2:60.389999 3:60.09 4:60.220001 
1 1:60.310001 2:60.389999 3:60.029999 4:60.139999 
1 1:60.18 2:60.240002 3:60.009998 4:60.099998 
0 1:60.200001 2:60.34 3:60.16 4:60.32 
1 1:60.130001 2:60.41 3:60.080002 4:60.25 
1 1:59.77 2:60.060001 3:59.740002 4:60.009998 
0 1:59.310001 2:60.220001 3:59.110001 4:60.150002 
1 1:58.830002 2:59.400002 3:58.740002 4:59.310001 
1 1:59.23 2:59.369999 3:58.939999 4:58.939999 
0 1:59.00 2:59.209999 3:58.900002 4:58.98 
0 1:58.91 2:59.290001 3:58.790001 4:59.09 
1 1:58.540001 2:58.869999 3:58.470001 4:58.75 
