0 1:46.619999 2:47.150002 3:46.560001 4:47.02 
1 1:45.93 2:46.560001 3:45.529999 4:46.560001 
1 1:45.040001 2:46.049999 3:44.98 4:45.970001 
1 1:44.66 2:45.259998 3:44.540001 4:45.200001 
1 1:44.00 2:45.00 3:43.990002 4:44.68 
1 1:44.119999 2:44.349998 3:43.50 4:43.900002 
0 1:44.419998 2:44.75 3:43.919998 4:44.00 
0 1:43.150002 2:44.400002 3:43.150002 4:44.310001 
1 1:42.860001 2:43.470001 3:42.849998 4:43.23 
1 1:43.23 2:43.25 3:42.610001 4:42.77 
0 1:43.509998 2:43.689999 3:42.990002 4:43.110001 
0 1:43.470001 2:43.57 3:43.240002 4:43.549999 
1 1:43.57 2:43.639999 3:42.919998 4:43.25 
0 1:43.860001 2:43.919998 3:43.209999 4:43.509998 
0 1:43.490002 2:43.970001 3:43.380001 4:43.650002 
1 1:42.919998 2:43.610001 3:42.919998 4:43.490002 
1 1:43.279999 2:43.349998 3:42.759998 4:43.00 
0 1:43.68 2:43.68 3:42.759998 4:43.259998 
0 1:42.860001 2:43.52 3:42.849998 4:43.490002 
1 1:41.580002 2:42.970001 3:41.439999 4:42.880001 
1 1:43.57 2:43.790001 3:41.599998 4:41.73 
0 1:46.419998 2:46.57 3:45.049999 4:45.18 
0 1:46.84 2:46.919998 3:45.07 4:46.279999 
0 1:46.950001 2:47.880001 3:46.93 4:47.720001 
1 1:47.459999 2:47.59 3:46.93 4:47.049999 
1 1:47.380001 2:47.549999 3:46.889999 4:46.919998 
0 1:47.049999 2:47.869999 3:47.049999 4:47.43 
1 1:46.75 2:47.880001 3:46.66 4:47.259998 
1 1:45.369999 2:47.34 3:45.360001 4:46.75 
1 1:43.700001 2:44.200001 3:43.509998 4:43.57 
0 1:43.169998 2:43.959999 3:43.099998 4:43.59 
1 1:43.369999 2:43.419998 3:42.759998 4:43.080002 
0 1:42.419998 2:43.450001 3:42.310001 4:43.279999 
1 1:42.619999 2:42.830002 3:42.380001 4:42.529999 
1 1:42.599998 2:42.970001 3:42.369999 4:42.509998 
1 1:41.919998 2:42.43 3:41.610001 4:42.32 
1 1:42.119999 2:42.509998 3:41.990002 4:42.18 
0 1:41.959999 2:42.27 3:41.490002 4:42.220001 
1 1:42.240002 2:42.380001 3:41.970001 4:41.98 
1 1:42.130001 2:42.299999 3:41.790001 4:41.849998 
0 1:42.419998 2:42.849998 3:42.130001 4:42.130001 
0 1:41.959999 2:42.529999 3:41.630001 4:42.25 
