0 1:67.139999 2:67.440002 3:66.389999 4:66.589996 
1 1:66.309998 2:66.68 3:65.989998 4:66.489998 
1 1:64.25 2:66.779999 3:63.93 4:66.279999 
1 1:64.099998 2:64.459999 3:63.610001 4:64.010002 
0 1:64.32 2:64.330002 3:63.509998 4:64.099998 
0 1:64.370003 2:64.459999 3:63.290001 4:64.110001 
0 1:64.720001 2:64.839996 3:64.160004 4:64.230003 
0 1:63.50 2:65.360001 3:63.34 4:64.589996 
1 1:63.560001 2:63.950001 3:63.18 4:63.349998 
0 1:63.259998 2:63.759998 3:62.900002 4:63.66 
1 1:63.400002 2:63.57 3:62.709999 4:63.200001 
0 1:63.57 2:63.73 3:63.02 4:63.330002 
0 1:62.799999 2:63.48 3:62.709999 4:63.360001 
1 1:62.689999 2:63.139999 3:62.25 4:63.029999 
1 1:61.419998 2:63.049999 3:61.25 4:62.849998 
1 1:61.919998 2:62.02 3:61.130001 4:61.52 
0 1:60.400002 2:62.080002 3:60.389999 4:61.990002 
1 1:59.950001 2:60.490002 3:59.889999 4:60.43 
1 1:60.59 2:60.689999 3:59.959999 4:60.299999 
0 1:59.540001 2:60.799999 3:59.389999 4:60.59 
1 1:59.799999 2:60.040001 3:59.060001 4:59.529999 
0 1:60.25 2:60.25 3:59.360001 4:59.98 
1 1:59.380001 2:59.529999 3:57.00 4:59.330002 
1 1:57.790001 2:58.400002 3:57.610001 4:58.02 
1 1:59.529999 2:59.650002 3:57.68 4:57.849998 
0 1:58.580002 2:59.310001 3:58.259998 4:58.630001 
1 1:58.00 2:59.849998 3:58.00 4:58.459999 
1 1:57.869999 2:58.380001 3:57.669998 4:57.970001 
1 1:58.689999 2:58.790001 3:57.50 4:57.82 
0 1:55.490002 2:59.720001 3:55.490002 4:58.619999 
1 1:55.860001 2:56.209999 3:54.50 4:55.16 
0 1:56.889999 2:57.07 3:55.869999 4:55.93 
0 1:57.790001 2:57.880001 3:56.77 4:56.860001 
0 1:58.27 2:58.950001 3:58.110001 4:58.290001 
1 1:61.549999 2:61.549999 3:57.580002 4:58.099998 
0 1:60.82 2:61.110001 3:60.240002 4:60.959999 
0 1:62.740002 2:62.740002 3:61.049999 4:61.099998 
0 1:62.549999 2:62.82 3:62.060001 4:62.779999 
1 1:62.82 2:62.98 3:62.450001 4:62.509998 
1 1:62.799999 2:62.970001 3:62.119999 4:62.259998 
0 1:63.02 2:63.34 3:62.84 4:62.849998 
0 1:62.299999 2:63.119999 3:61.740002 4:62.990002 
