1 1:104.669998 2:104.870003 3:104.360001 4:104.82 
1 1:104.989998 2:104.989998 3:104.389999 4:104.790001 
1 1:104.559998 2:105.07 3:104.230003 4:104.709999 
0 1:103.25 2:104.900002 3:102.599998 4:104.82 
1 1:103.900002 2:103.949997 3:103.040001 4:103.25 
0 1:103.68 2:104.550003 3:103.330002 4:103.629997 
1 1:103.400002 2:104.169998 3:103.059998 4:103.370003 
1 1:104.550003 2:104.849998 3:102.830002 4:103.32 
0 1:106.540001 2:106.949997 3:104.599998 4:104.620003 
0 1:106.760002 2:107.199997 3:106.370003 4:106.540001 
0 1:107.209999 2:107.769997 3:106.349998 4:106.610001 
0 1:107.809998 2:107.900002 3:106.860001 4:107.230003 
0 1:106.199997 2:107.599998 3:105.489998 4:107.599998 
1 1:105.599998 2:106.379997 3:105.07 4:106.309998 
1 1:102.510002 2:105.50 3:102.510002 4:105.440002 
1 1:104.940002 2:105.480003 3:104.169998 4:104.290001 
0 1:103.07 2:105.309998 3:103.07 4:105.059998 
1 1:101.199997 2:103.709999 3:101.199997 4:103.209999 
1 1:100.349998 2:101.730003 3:100.029999 4:101.540001 
1 1:100.830002 2:101.080002 3:100.050003 4:100.120003 
0 1:99.489998 2:100.709999 3:99.190002 4:100.540001 
0 1:100.790001 2:100.989998 3:98.660004 4:99.800003 
1 1:97.139999 2:100.830002 3:97.059998 4:100.510002 
1 1:99.019997 2:100.510002 3:98.949997 4:100.169998 
0 1:99.68 2:99.93 3:98.949997 4:99.559998 
1 1:97.410004 2:98.540001 3:97.410004 4:97.93 
0 1:98.669998 2:98.690002 3:98.050003 4:98.110001 
0 1:98.620003 2:99.519997 3:98.589996 4:98.660004 
1 1:98.739998 2:99.129997 3:97.889999 4:98.559998 
1 1:98.480003 2:98.870003 3:97.480003 4:98.480003 
1 1:97.620003 2:99.040001 3:97.620003 4:98.330002 
1 1:93.230003 2:97.190002 3:92.809998 4:96.75 
0 1:99.529999 2:100.470001 3:99.449997 4:99.989998 
1 1:100.50 2:100.650002 3:99.57 4:99.720001 
1 1:99.980003 2:100.779999 3:99.739998 4:100.510002 
0 1:99.330002 2:99.330002 3:98.07 4:99.160004 
0 1:99.989998 2:100.120003 3:99.089996 4:99.650002 
0 1:100.190002 2:100.449997 3:99.68 4:99.809998 
1 1:100.699997 2:101.00 3:100.029999 4:100.059998 
0 1:100.160004 2:100.32 3:99.529999 4:99.849998 
1 1:98.50 2:100.830002 3:98.50 4:100.059998 
0 1:99.480003 2:100.059998 3:98.860001 4:99.730003 
